--------------------------------------------------------------------
    Bytes Format Units   Label    Explanations
--------------------------------------------------------------------
    1-  5  F5.2  [cm/s2] logg     [0/5] Surface gravity
    7- 12  F6.0  K       Teff     [2000/50000] Effective temperature
   14- 17  F4.1  [Sun]   Z        [-5/1] Metallicity (log[M/H])
   19- 22  F4.1  km/s    xi       [0/8] Microturbulent velocity
   24- 30  F7.4  ---     a        Quadratic ld coefficient a (G2)
   32- 38  F7.4  ---     b        Quadratic ld b (G2)
   40- 41  A2    ---     Filt     Filter (G1)
   43      A1    ---     Met      [LF] Method 
   45- 51  A7    ---     Mod      Model (ATLAS or PHOENIX)
---------------------------------------------------------------------
 4.00   6250 -0.3  2.0  0.3098  0.3036 Kp L ATLAS 
 4.50   6250 -0.3  2.0  0.3071  0.3058 Kp L ATLAS 
 5.00   6250 -0.3  2.0  0.3035  0.3092 Kp L ATLAS 
 0.50   6500 -0.3  2.0  0.4710  0.1657 Kp L ATLAS 
 1.00   6500 -0.3  2.0  0.4629  0.1763 Kp L ATLAS 
 1.50   6500 -0.3  2.0  0.4574  0.1821 Kp L ATLAS 
 2.00   6500 -0.3  2.0  0.4551  0.1823 Kp L ATLAS 
 2.50   6500 -0.3  2.0  0.2858  0.3153 Kp L ATLAS 
 3.00   6500 -0.3  2.0  0.2877  0.3131 Kp L ATLAS 
 3.50   6500 -0.3  2.0  0.2887  0.3118 Kp L ATLAS 
 4.00   6500 -0.3  2.0  0.2893  0.3105 Kp L ATLAS 
 4.50   6500 -0.3  2.0  0.2859  0.3124 Kp L ATLAS 
 5.00   6500 -0.3  2.0  0.2826  0.3145 Kp L ATLAS 
 0.50   6750 -0.3  2.0  0.4438  0.1876 Kp L ATLAS 
 1.00   6750 -0.3  2.0  0.4430  0.1891 Kp L ATLAS 
 1.50   6750 -0.3  2.0  0.4342  0.1986 Kp L ATLAS 
 2.00   6750 -0.3  2.0  0.4283  0.2031 Kp L ATLAS 
 2.50   6750 -0.3  2.0  0.4258  0.2020 Kp L ATLAS 
 3.00   6750 -0.3  2.0  0.2675  0.3240 Kp L ATLAS 
 3.50   6750 -0.3  2.0  0.2683  0.3215 Kp L ATLAS 
 4.00   6750 -0.3  2.0  0.2705  0.3183 Kp L ATLAS 
 4.50   6750 -0.3  2.0  0.2687  0.3179 Kp L ATLAS 
 5.00   6750 -0.3  2.0  0.2668  0.3178 Kp L ATLAS 
 0.50   7000 -0.3  2.0  0.4152  0.2105 Kp L ATLAS 
 1.00   7000 -0.3  2.0  0.4136  0.2121 Kp L ATLAS 
 1.50   7000 -0.3  2.0  0.4056  0.2195 Kp L ATLAS 
 2.00   7000 -0.3  2.0  0.4062  0.2178 Kp L ATLAS 
 2.50   7000 -0.3  2.0  0.3993  0.2221 Kp L ATLAS 
 3.00   7000 -0.3  2.0  0.3988  0.2183 Kp L ATLAS 
 3.50   7000 -0.3  2.0  0.2517  0.3298 Kp L ATLAS 
 4.00   7000 -0.3  2.0  0.2530  0.3264 Kp L ATLAS 
 4.50   7000 -0.3  2.0  0.2529  0.3241 Kp L ATLAS 
 5.00   7000 -0.3  2.0  0.2531  0.3219 Kp L ATLAS 
 0.50   7250 -0.3  2.0  0.3873  0.2307 Kp L ATLAS 
 1.00   7250 -0.3  2.0  0.3813  0.2363 Kp L ATLAS 
 1.50   7250 -0.3  2.0  0.3827  0.2341 Kp L ATLAS 
 2.00   7250 -0.3  2.0  0.3848  0.2304 Kp L ATLAS 
 2.50   7250 -0.3  2.0  0.3767  0.2370 Kp L ATLAS 
 3.00   7250 -0.3  2.0  0.3712  0.2390 Kp L ATLAS 
 3.50   7250 -0.3  2.0  0.3696  0.2360 Kp L ATLAS 
 4.00   7250 -0.3  2.0  0.2367  0.3338 Kp L ATLAS 
 4.50   7250 -0.3  2.0  0.2365  0.3312 Kp L ATLAS 
 5.00   7250 -0.3  2.0  0.2382  0.3279 Kp L ATLAS 
 0.50   7500 -0.3  2.0  0.3645  0.2434 Kp L ATLAS 
 1.00   7500 -0.3  2.0  0.3529  0.2544 Kp L ATLAS 
 1.50   7500 -0.3  2.0  0.3489  0.2573 Kp L ATLAS 
 2.00   7500 -0.3  2.0  0.3515  0.2533 Kp L ATLAS 
 2.50   7500 -0.3  2.0  0.3542  0.2486 Kp L ATLAS 
 3.00   7500 -0.3  2.0  0.3479  0.2537 Kp L ATLAS 
 3.50   7500 -0.3  2.0  0.3444  0.2540 Kp L ATLAS 
 4.00   7500 -0.3  2.0  0.2294  0.3372 Kp L ATLAS 
 4.50   7500 -0.3  2.0  0.2215  0.3381 Kp L ATLAS 
 5.00   7500 -0.3  2.0  0.2225  0.3346 Kp L ATLAS 
 1.00   7750 -0.3  2.0  0.3333  0.2628 Kp L ATLAS 
 1.50   7750 -0.3  2.0  0.3223  0.2714 Kp L ATLAS 
 2.00   7750 -0.3  2.0  0.3204  0.2716 Kp L ATLAS 
 2.50   7750 -0.3  2.0  0.3245  0.2660 Kp L ATLAS 
 3.00   7750 -0.3  2.0  0.3273  0.2619 Kp L ATLAS 
 3.50   7750 -0.3  2.0  0.3217  0.2669 Kp L ATLAS 
 4.00   7750 -0.3  2.0  0.3180  0.2673 Kp L ATLAS 
 4.50   7750 -0.3  2.0  0.2110  0.3427 Kp L ATLAS 
 5.00   7750 -0.3  2.0  0.2088  0.3407 Kp L ATLAS 
 1.00   8000 -0.3  2.0  0.3201  0.2657 Kp L ATLAS 
 1.50   8000 -0.3  2.0  0.3040  0.2774 Kp L ATLAS 
 2.00   8000 -0.3  2.0  0.2966  0.2815 Kp L ATLAS 
 2.50   8000 -0.3  2.0  0.2966  0.2797 Kp L ATLAS 
 3.00   8000 -0.3  2.0  0.3018  0.2733 Kp L ATLAS 
 3.50   8000 -0.3  2.0  0.3028  0.2718 Kp L ATLAS 
 4.00   8000 -0.3  2.0  0.2964  0.2786 Kp L ATLAS 
 4.50   8000 -0.3  2.0  0.2932  0.2790 Kp L ATLAS 
 5.00   8000 -0.3  2.0  0.1958  0.3464 Kp L ATLAS 
 1.00   8250 -0.3  2.0  0.3138  0.2634 Kp L ATLAS 
 1.50   8250 -0.3  2.0  0.2910  0.2800 Kp L ATLAS 
 2.00   8250 -0.3  2.0  0.2795  0.2857 Kp L ATLAS 
 2.50   8250 -0.3  2.0  0.2758  0.2859 Kp L ATLAS 
 3.00   8250 -0.3  2.0  0.2777  0.2822 Kp L ATLAS 
 3.50   8250 -0.3  2.0  0.2817  0.2772 Kp L ATLAS 
 4.00   8250 -0.3  2.0  0.2805  0.2795 Kp L ATLAS 
 4.50   8250 -0.3  2.0  0.2732  0.2883 Kp L ATLAS 
 5.00   8250 -0.3  2.0  0.2704  0.2881 Kp L ATLAS 
 1.00   8500 -0.3  2.0  0.3159  0.2561 Kp L ATLAS 
 1.50   8500 -0.3  2.0  0.2815  0.2818 Kp L ATLAS 
 2.00   8500 -0.3  2.0  0.2662  0.2888 Kp L ATLAS 
 2.50   8500 -0.3  2.0  0.2594  0.2896 Kp L ATLAS 
 3.00   8500 -0.3  2.0  0.2579  0.2877 Kp L ATLAS 
 3.50   8500 -0.3  2.0  0.2614  0.2827 Kp L ATLAS 
 4.00   8500 -0.3  2.0  0.2649  0.2786 Kp L ATLAS 
 4.50   8500 -0.3  2.0  0.2593  0.2868 Kp L ATLAS 
 5.00   8500 -0.3  2.0  0.2516  0.2960 Kp L ATLAS 
 1.50   8750 -0.3  2.0  0.2753  0.2822 Kp L ATLAS 
 2.00   8750 -0.3  2.0  0.2564  0.2907 Kp L ATLAS 
 2.50   8750 -0.3  2.0  0.2469  0.2923 Kp L ATLAS 
 3.00   8750 -0.3  2.0  0.2434  0.2907 Kp L ATLAS 
 3.50   8750 -0.3  2.0  0.2441  0.2870 Kp L ATLAS 
 4.00   8750 -0.3  2.0  0.2472  0.2823 Kp L ATLAS 
 4.50   8750 -0.3  2.0  0.2480  0.2812 Kp L ATLAS 
 5.00   8750 -0.3  2.0  0.2385  0.2952 Kp L ATLAS 
 1.50   9000 -0.3  2.0  0.2703  0.2827 Kp L ATLAS 
 2.00   9000 -0.3  2.0  0.2486  0.2920 Kp L ATLAS 
 2.50   9000 -0.3  2.0  0.2372  0.2940 Kp L ATLAS 
 3.00   9000 -0.3  2.0  0.2322  0.2925 Kp L ATLAS 
 3.50   9000 -0.3  2.0  0.2309  0.2896 Kp L ATLAS 
 4.00   9000 -0.3  2.0  0.2323  0.2856 Kp L ATLAS 
 4.50   9000 -0.3  2.0  0.2359  0.2804 Kp L ATLAS 
 5.00   9000 -0.3  2.0  0.2398  0.2752 Kp L ATLAS 
 2.00   9250 -0.3  2.0  0.2410  0.2939 Kp L ATLAS 
 2.50   9250 -0.3  2.0  0.2293  0.2950 Kp L ATLAS 
 3.00   9250 -0.3  2.0  0.2228  0.2939 Kp L ATLAS 
 3.50   9250 -0.3  2.0  0.2203  0.2913 Kp L ATLAS 
 4.00   9250 -0.3  2.0  0.2198  0.2884 Kp L ATLAS 
 4.50   9250 -0.3  2.0  0.2216  0.2841 Kp L ATLAS 
 5.00   9250 -0.3  2.0  0.2248  0.2788 Kp L ATLAS 
 2.00   9500 -0.3  2.0  0.2338  0.2958 Kp L ATLAS 
 2.50   9500 -0.3  2.0  0.2212  0.2966 Kp L ATLAS 
 3.00   9500 -0.3  2.0  0.2148  0.2944 Kp L ATLAS 
 3.50   9500 -0.3  2.0  0.2116  0.2920 Kp L ATLAS 
 4.00   9500 -0.3  2.0  0.2100  0.2897 Kp L ATLAS 
 4.50   9500 -0.3  2.0  0.2102  0.2865 Kp L ATLAS 
 5.00   9500 -0.3  2.0  0.2120  0.2818 Kp L ATLAS 
 2.00   9750 -0.3  2.0  0.2269  0.2975 Kp L ATLAS 
 2.50   9750 -0.3  2.0  0.2139  0.2978 Kp L ATLAS 
 3.00   9750 -0.3  2.0  0.2072  0.2953 Kp L ATLAS 
 3.50   9750 -0.3  2.0  0.2032  0.2930 Kp L ATLAS 
 4.00   9750 -0.3  2.0  0.2010  0.2907 Kp L ATLAS 
 4.50   9750 -0.3  2.0  0.2010  0.2877 Kp L ATLAS 
 5.00   9750 -0.3  2.0  0.2010  0.2847 Kp L ATLAS 
 2.00  10000 -0.3  2.0  0.2204  0.2989 Kp L ATLAS 
 2.50  10000 -0.3  2.0  0.2068  0.2988 Kp L ATLAS 
 3.00  10000 -0.3  2.0  0.2006  0.2955 Kp L ATLAS 
 3.50  10000 -0.3  2.0  0.1966  0.2928 Kp L ATLAS 
 4.00  10000 -0.3  2.0  0.1940  0.2906 Kp L ATLAS 
 4.50  10000 -0.3  2.0  0.1926  0.2886 Kp L ATLAS 
 5.00  10000 -0.3  2.0  0.1915  0.2867 Kp L ATLAS 
 2.00  10500 -0.3  2.0  0.2089  0.3006 Kp L ATLAS 
 2.50  10500 -0.3  2.0  0.1938  0.2995 Kp L ATLAS 
 3.00  10500 -0.3  2.0  0.1874  0.2956 Kp L ATLAS 
 3.50  10500 -0.3  2.0  0.1843  0.2919 Kp L ATLAS 
 4.00  10500 -0.3  2.0  0.1822  0.2890 Kp L ATLAS 
 4.50  10500 -0.3  2.0  0.1801  0.2875 Kp L ATLAS 
 5.00  10500 -0.3  2.0  0.1786  0.2860 Kp L ATLAS 
 2.50  11000 -0.3  2.0  0.1830  0.2984 Kp L ATLAS 
 3.00  11000 -0.3  2.0  0.1758  0.2940 Kp L ATLAS 
 3.50  11000 -0.3  2.0  0.1731  0.2898 Kp L ATLAS 
 4.00  11000 -0.3  2.0  0.1719  0.2864 Kp L ATLAS 
 4.50  11000 -0.3  2.0  0.1702  0.2846 Kp L ATLAS 
 5.00  11000 -0.3  2.0  0.1682  0.2837 Kp L ATLAS 
 2.50  11500 -0.3  2.0  0.1740  0.2972 Kp L ATLAS 
 3.00  11500 -0.3  2.0  0.1659  0.2915 Kp L ATLAS 
 3.50  11500 -0.3  2.0  0.1635  0.2864 Kp L ATLAS 
 4.00  11500 -0.3  2.0  0.1629  0.2827 Kp L ATLAS 
 4.50  11500 -0.3  2.0  0.1620  0.2806 Kp L ATLAS 
 5.00  11500 -0.3  2.0  0.1604  0.2795 Kp L ATLAS 
 2.50  12000 -0.3  2.0  0.1669  0.2961 Kp L ATLAS 
 3.00  12000 -0.3  2.0  0.1583  0.2880 Kp L ATLAS 
 3.50  12000 -0.3  2.0  0.1554  0.2823 Kp L ATLAS 
 4.00  12000 -0.3  2.0  0.1544  0.2790 Kp L ATLAS 
 4.50  12000 -0.3  2.0  0.1543  0.2766 Kp L ATLAS 
 5.00  12000 -0.3  2.0  0.1536  0.2752 Kp L ATLAS 
 2.50  12500 -0.3  2.0  0.1618  0.2951 Kp L ATLAS 
 3.00  12500 -0.3  2.0  0.1521  0.2849 Kp L ATLAS 
 3.50  12500 -0.3  2.0  0.1486  0.2780 Kp L ATLAS 
 4.00  12500 -0.3  2.0  0.1474  0.2744 Kp L ATLAS 
 4.50  12500 -0.3  2.0  0.1474  0.2722 Kp L ATLAS 
 5.00  12500 -0.3  2.0  0.1467  0.2716 Kp L ATLAS 
 2.50  13000 -0.3  2.0  0.1572  0.2954 Kp L ATLAS 
 3.00  13000 -0.3  2.0  0.1467  0.2828 Kp L ATLAS 
 3.50  13000 -0.3  2.0  0.1428  0.2741 Kp L ATLAS 
 4.00  13000 -0.3  2.0  0.1416  0.2695 Kp L ATLAS 
 4.50  13000 -0.3  2.0  0.1412  0.2678 Kp L ATLAS 
 5.00  13000 -0.3  2.0  0.1411  0.2670 Kp L ATLAS 
 2.00  14000 -0.3  2.0  0.1887  0.3058 Kp L ATLAS 
 2.50  14000 -0.3  2.0  0.1514  0.2962 Kp L ATLAS 
 3.00  14000 -0.3  2.0  0.1384  0.2801 Kp L ATLAS 
 3.50  14000 -0.3  2.0  0.1335  0.2682 Kp L ATLAS 
 4.00  14000 -0.3  2.0  0.1319  0.2613 Kp L ATLAS 
 4.50  14000 -0.3  2.0  0.1312  0.2585 Kp L ATLAS 
 5.00  14000 -0.3  2.0  0.1309  0.2581 Kp L ATLAS 
 2.50  15000 -0.3  2.0  0.1479  0.2981 Kp L ATLAS 
 3.00  15000 -0.3  2.0  0.1328  0.2788 Kp L ATLAS 
 3.50  15000 -0.3  2.0  0.1272  0.2636 Kp L ATLAS 
 4.00  15000 -0.3  2.0  0.1250  0.2543 Kp L ATLAS 
 4.50  15000 -0.3  2.0  0.1239  0.2499 Kp L ATLAS 
 5.00  15000 -0.3  2.0  0.1230  0.2491 Kp L ATLAS 
 2.50  16000 -0.3  2.0  0.1464  0.3011 Kp L ATLAS 
 3.00  16000 -0.3  2.0  0.1284  0.2790 Kp L ATLAS 
 3.50  16000 -0.3  2.0  0.1219  0.2610 Kp L ATLAS 
 4.00  16000 -0.3  2.0  0.1197  0.2491 Kp L ATLAS 
 4.50  16000 -0.3  2.0  0.1185  0.2429 Kp L ATLAS 
 5.00  16000 -0.3  2.0  0.1173  0.2410 Kp L ATLAS 
 2.50  17000 -0.3  2.0  0.1468  0.3051 Kp L ATLAS 
 3.00  17000 -0.3  2.0  0.1245  0.2807 Kp L ATLAS 
 3.50  17000 -0.3  2.0  0.1177  0.2594 Kp L ATLAS 
 4.00  17000 -0.3  2.0  0.1152  0.2454 Kp L ATLAS 
 4.50  17000 -0.3  2.0  0.1139  0.2376 Kp L ATLAS 
 5.00  17000 -0.3  2.0  0.1128  0.2342 Kp L ATLAS 
 2.50  18000 -0.3  2.0  0.1467  0.3121 Kp L ATLAS 
 3.00  18000 -0.3  2.0  0.1213  0.2836 Kp L ATLAS 
 3.50  18000 -0.3  2.0  0.1138  0.2590 Kp L ATLAS 
 4.00  18000 -0.3  2.0  0.1115  0.2425 Kp L ATLAS 
 4.50  18000 -0.3  2.0  0.1104  0.2329 Kp L ATLAS 
 5.00  18000 -0.3  2.0  0.1093  0.2285 Kp L ATLAS 
 2.50  19000 -0.3  2.0  0.1461  0.3212 Kp L ATLAS 
 3.00  19000 -0.3  2.0  0.1174  0.2890 Kp L ATLAS 
 3.50  19000 -0.3  2.0  0.1096  0.2603 Kp L ATLAS 
 4.00  19000 -0.3  2.0  0.1076  0.2409 Kp L ATLAS 
 4.50  19000 -0.3  2.0  0.1066  0.2298 Kp L ATLAS 
 5.00  19000 -0.3  2.0  0.1058  0.2242 Kp L ATLAS 
 3.00  20000 -0.3  2.0  0.1119  0.2970 Kp L ATLAS 
 3.50  20000 -0.3  2.0  0.1052  0.2633 Kp L ATLAS 
 4.00  20000 -0.3  2.0  0.1036  0.2407 Kp L ATLAS 
 4.50  20000 -0.3  2.0  0.1030  0.2277 Kp L ATLAS 
 5.00  20000 -0.3  2.0  0.1022  0.2213 Kp L ATLAS 
 3.00  21000 -0.3  2.0  0.1053  0.3066 Kp L ATLAS 
 3.50  21000 -0.3  2.0  0.0995  0.2684 Kp L ATLAS 
 4.00  21000 -0.3  2.0  0.0990  0.2423 Kp L ATLAS 
 4.50  21000 -0.3  2.0  0.0993  0.2267 Kp L ATLAS 
 5.00  21000 -0.3  2.0  0.0989  0.2190 Kp L ATLAS 
 3.00  22000 -0.3  2.0  0.0990  0.3158 Kp L ATLAS 
 3.50  22000 -0.3  2.0  0.0927  0.2750 Kp L ATLAS 
 4.00  22000 -0.3  2.0  0.0937  0.2456 Kp L ATLAS 
 4.50  22000 -0.3  2.0  0.0949  0.2277 Kp L ATLAS 
 5.00  22000 -0.3  2.0  0.0951  0.2183 Kp L ATLAS 
 3.00  23000 -0.3  2.0  0.0967  0.3221 Kp L ATLAS 
 3.50  23000 -0.3  2.0  0.0854  0.2819 Kp L ATLAS 
 4.00  23000 -0.3  2.0  0.0875  0.2501 Kp L ATLAS 
 4.50  23000 -0.3  2.0  0.0897  0.2301 Kp L ATLAS 
 5.00  23000 -0.3  2.0  0.0911  0.2187 Kp L ATLAS 
 3.00  24000 -0.3  2.0  0.0984  0.3275 Kp L ATLAS 
 3.50  24000 -0.3  2.0  0.0797  0.2873 Kp L ATLAS 
 4.00  24000 -0.3  2.0  0.0807  0.2550 Kp L ATLAS 
 4.50  24000 -0.3  2.0  0.0842  0.2333 Kp L ATLAS 
 5.00  24000 -0.3  2.0  0.0863  0.2208 Kp L ATLAS 
 3.00  25000 -0.3  2.0  0.1021  0.3338 Kp L ATLAS 
 3.50  25000 -0.3  2.0  0.0763  0.2919 Kp L ATLAS 
 4.00  25000 -0.3  2.0  0.0749  0.2589 Kp L ATLAS 
 4.50  25000 -0.3  2.0  0.0783  0.2368 Kp L ATLAS 
 5.00  25000 -0.3  2.0  0.0811  0.2235 Kp L ATLAS 
 3.00  26000 -0.3  2.0  0.1041  0.3423 Kp L ATLAS 
 3.50  26000 -0.3  2.0  0.0748  0.2965 Kp L ATLAS 
 4.00  26000 -0.3  2.0  0.0705  0.2619 Kp L ATLAS 
 4.50  26000 -0.3  2.0  0.0731  0.2393 Kp L ATLAS 
 5.00  26000 -0.3  2.0  0.0759  0.2260 Kp L ATLAS 
 3.50  27000 -0.3  2.0  0.0733  0.3027 Kp L ATLAS 
 4.00  27000 -0.3  2.0  0.0680  0.2645 Kp L ATLAS 
 4.50  27000 -0.3  2.0  0.0689  0.2410 Kp L ATLAS 
 5.00  27000 -0.3  2.0  0.0714  0.2274 Kp L ATLAS 
 3.50  28000 -0.3  2.0  0.0710  0.3095 Kp L ATLAS 
 4.00  28000 -0.3  2.0  0.0657  0.2680 Kp L ATLAS 
 4.50  28000 -0.3  2.0  0.0661  0.2421 Kp L ATLAS 
 5.00  28000 -0.3  2.0  0.0679  0.2277 Kp L ATLAS 
 3.50  29000 -0.3  2.0  0.0663  0.3168 Kp L ATLAS 
 4.00  29000 -0.3  2.0  0.0631  0.2717 Kp L ATLAS 
 4.50  29000 -0.3  2.0  0.0641  0.2431 Kp L ATLAS 
 5.00  29000 -0.3  2.0  0.0651  0.2275 Kp L ATLAS 
 3.50  30000 -0.3  2.0  0.0594  0.3251 Kp L ATLAS 
 4.00  30000 -0.3  2.0  0.0598  0.2751 Kp L ATLAS 
 4.50  30000 -0.3  2.0  0.0613  0.2446 Kp L ATLAS 
 5.00  30000 -0.3  2.0  0.0630  0.2266 Kp L ATLAS 
 3.50  31000 -0.3  2.0  0.0509  0.3351 Kp L ATLAS 
 4.00  31000 -0.3  2.0  0.0542  0.2788 Kp L ATLAS 
 4.50  31000 -0.3  2.0  0.0584  0.2450 Kp L ATLAS 
 5.00  31000 -0.3  2.0  0.0610  0.2252 Kp L ATLAS 
 4.00  32000 -0.3  2.0  0.0479  0.2824 Kp L ATLAS 
 4.50  32000 -0.3  2.0  0.0546  0.2449 Kp L ATLAS 
 5.00  32000 -0.3  2.0  0.0585  0.2231 Kp L ATLAS 
 4.00  33000 -0.3  2.0  0.0398  0.2874 Kp L ATLAS 
 4.50  33000 -0.3  2.0  0.0506  0.2439 Kp L ATLAS 
 5.00  33000 -0.3  2.0  0.0556  0.2202 Kp L ATLAS 
 4.00  34000 -0.3  2.0  0.0312  0.2923 Kp L ATLAS 
 4.50  34000 -0.3  2.0  0.0445  0.2446 Kp L ATLAS 
 5.00  34000 -0.3  2.0  0.0523  0.2171 Kp L ATLAS 
 4.00  35000 -0.3  2.0  0.0224  0.2965 Kp L ATLAS 
 4.50  35000 -0.3  2.0  0.0374  0.2458 Kp L ATLAS 
 5.00  35000 -0.3  2.0  0.0480  0.2145 Kp L ATLAS 
 4.50  37500 -0.3  2.0  0.0207  0.2448 Kp L ATLAS 
 5.00  37500 -0.3  2.0  0.0340  0.2090 Kp L ATLAS 
 4.50  40000 -0.3  2.0  0.0127  0.2421 Kp L ATLAS 
 5.00  40000 -0.3  2.0  0.0233  0.2010 Kp L ATLAS 
 5.00  42500 -0.3  2.0  0.0181  0.1967 Kp L ATLAS 
 5.00  45000 -0.3  2.0  0.0141  0.1972 Kp L ATLAS 
 5.00  47500 -0.3  2.0  0.0109  0.1987 Kp L ATLAS 
 5.00  50000 -0.3  2.0  0.0073  0.2016 Kp L ATLAS 
 0.00   3500 -0.2  2.0  0.9347 -0.1116 Kp L ATLAS 
 0.50   3500 -0.2  2.0  0.9320 -0.1113 Kp L ATLAS 
 1.00   3500 -0.2  2.0  0.9233 -0.1084 Kp L ATLAS 
 1.50   3500 -0.2  2.0  0.9104 -0.1016 Kp L ATLAS 
 2.00   3500 -0.2  2.0  0.8975 -0.0961 Kp L ATLAS 
 2.50   3500 -0.2  2.0  0.8734 -0.0796 Kp L ATLAS 
 3.00   3500 -0.2  2.0  0.7687  0.0129 Kp L ATLAS 
 3.50   3500 -0.2  2.0  0.5770  0.1882 Kp L ATLAS 
 4.00   3500 -0.2  2.0  0.4325  0.3113 Kp L ATLAS 
 4.50   3500 -0.2  2.0  0.3525  0.3729 Kp L ATLAS 
 5.00   3500 -0.2  2.0  0.3142  0.3976 Kp L ATLAS 
 0.00   3750 -0.2  2.0  0.8587 -0.0532 Kp L ATLAS 
 0.50   3750 -0.2  2.0  0.8629 -0.0536 Kp L ATLAS 
 1.00   3750 -0.2  2.0  0.8667 -0.0576 Kp L ATLAS 
 1.50   3750 -0.2  2.0  0.8691 -0.0636 Kp L ATLAS 
 2.00   3750 -0.2  2.0  0.8717 -0.0716 Kp L ATLAS 
 2.50   3750 -0.2  2.0  0.8694 -0.0770 Kp L ATLAS 
 3.00   3750 -0.2  2.0  0.8544 -0.0713 Kp L ATLAS 
 3.50   3750 -0.2  2.0  0.7280  0.0379 Kp L ATLAS 
 4.00   3750 -0.2  2.0  0.4989  0.2423 Kp L ATLAS 
 4.50   3750 -0.2  2.0  0.3402  0.3719 Kp L ATLAS 
 5.00   3750 -0.2  2.0  0.2631  0.4260 Kp L ATLAS 
 0.00   4000 -0.2  2.0  0.7887 -0.0070 Kp L ATLAS 
 0.50   4000 -0.2  2.0  0.7895 -0.0047 Kp L ATLAS 
 1.00   4000 -0.2  2.0  0.7884  0.0022 Kp L ATLAS 
 1.50   4000 -0.2  2.0  0.7891  0.0018 Kp L ATLAS 
 2.00   4000 -0.2  2.0  0.7908 -0.0009 Kp L ATLAS 
 2.50   4000 -0.2  2.0  0.7927 -0.0054 Kp L ATLAS 
 3.00   4000 -0.2  2.0  0.7945 -0.0116 Kp L ATLAS 
 3.50   4000 -0.2  2.0  0.7863 -0.0100 Kp L ATLAS 
 4.00   4000 -0.2  2.0  0.6770  0.0790 Kp L ATLAS 
 4.50   4000 -0.2  2.0  0.4639  0.2589 Kp L ATLAS 
 5.00   4000 -0.2  2.0  0.3030  0.3831 Kp L ATLAS 
 0.00   4250 -0.2  2.0  0.7197  0.0399 Kp L ATLAS 
 0.50   4250 -0.2  2.0  0.7206  0.0450 Kp L ATLAS 
 1.00   4250 -0.2  2.0  0.7234  0.0456 Kp L ATLAS 
 1.50   4250 -0.2  2.0  0.7221  0.0480 Kp L ATLAS 
 2.00   4250 -0.2  2.0  0.7243  0.0455 Kp L ATLAS 
 2.50   4250 -0.2  2.0  0.7264  0.0422 Kp L ATLAS 
 3.00   4250 -0.2  2.0  0.7277  0.0390 Kp L ATLAS 
 3.50   4250 -0.2  2.0  0.7277  0.0365 Kp L ATLAS 
 4.00   4250 -0.2  2.0  0.7224  0.0382 Kp L ATLAS 
 4.50   4250 -0.2  2.0  0.6443  0.1010 Kp L ATLAS 
 5.00   4250 -0.2  2.0  0.4690  0.2423 Kp L ATLAS 
 0.00   4500 -0.2  2.0  0.6566  0.0806 Kp L ATLAS 
 0.50   4500 -0.2  2.0  0.6526  0.0914 Kp L ATLAS 
 1.00   4500 -0.2  2.0  0.6519  0.0972 Kp L ATLAS 
 1.50   4500 -0.2  2.0  0.6540  0.0969 Kp L ATLAS 
 2.00   4500 -0.2  2.0  0.6574  0.0940 Kp L ATLAS 
 2.50   4500 -0.2  2.0  0.6620  0.0888 Kp L ATLAS 
 3.00   4500 -0.2  2.0  0.6663  0.0832 Kp L ATLAS 
 3.50   4500 -0.2  2.0  0.6691  0.0787 Kp L ATLAS 
 4.00   4500 -0.2  2.0  0.6695  0.0762 Kp L ATLAS 
 4.50   4500 -0.2  2.0  0.6660  0.0775 Kp L ATLAS 
 5.00   4500 -0.2  2.0  0.6148  0.1189 Kp L ATLAS 
 0.00   4750 -0.2  2.0  0.5897  0.1243 Kp L ATLAS 
 0.50   4750 -0.2  2.0  0.5862  0.1361 Kp L ATLAS 
 1.00   4750 -0.2  2.0  0.5826  0.1452 Kp L ATLAS 
 1.50   4750 -0.2  2.0  0.5882  0.1428 Kp L ATLAS 
 2.00   4750 -0.2  2.0  0.5885  0.1441 Kp L ATLAS 
 2.50   4750 -0.2  2.0  0.5940  0.1392 Kp L ATLAS 
 3.00   4750 -0.2  2.0  0.6000  0.1332 Kp L ATLAS 
 3.50   4750 -0.2  2.0  0.6050  0.1275 Kp L ATLAS 
 4.00   4750 -0.2  2.0  0.6094  0.1221 Kp L ATLAS 
 4.50   4750 -0.2  2.0  0.6106  0.1196 Kp L ATLAS 
 5.00   4750 -0.2  2.0  0.6085  0.1204 Kp L ATLAS 
 0.00   5000 -0.2  2.0  0.5280  0.1601 Kp L ATLAS 
 0.50   5000 -0.2  2.0  0.5231  0.1739 Kp L ATLAS 
 1.00   5000 -0.2  2.0  0.5273  0.1784 Kp L ATLAS 
 1.50   5000 -0.2  2.0  0.5239  0.1852 Kp L ATLAS 
 2.00   5000 -0.2  2.0  0.5229  0.1890 Kp L ATLAS 
 2.50   5000 -0.2  2.0  0.5277  0.1855 Kp L ATLAS 
 3.00   5000 -0.2  2.0  0.5339  0.1807 Kp L ATLAS 
 3.50   5000 -0.2  2.0  0.5405  0.1747 Kp L ATLAS 
 4.00   5000 -0.2  2.0  0.5461  0.1693 Kp L ATLAS 
 4.50   5000 -0.2  2.0  0.5508  0.1646 Kp L ATLAS 
 5.00   5000 -0.2  2.0  0.5522  0.1629 Kp L ATLAS 
